player_id,player_name,normalized_player_name,team,position,season_min,season_max,source_files,candidate_count,duplicate_name_flag,notes
00-0038685,Chris Brooks,chris brooks,GB,RB,2024,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0038685,Chris Brooks,chris brooks,MIA,RB,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0036316,Chris Claybrooks,chris claybrooks,JAX,DB,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0038687,Chris Coleman,chris coleman,MIA,WR,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0039244,Chris Collier,chris collier,LV,RB,2024,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0039806,Chris Collins,chris collins,LAC,LB,2024,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0032128,Chris Conley,chris conley,SF,WR,2023,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0039513,Chris Edmonds,chris edmonds,CLE,DB,2024,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0036857,Chris Evans,chris evans,CIN,RB,2023,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0036863,Chris Garrett,chris garrett,ARI,LB,2024,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0037225,Chris Glaser,chris glaser,CHI,OL,2024,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0037225,Chris Glaser,chris glaser,NYJ,OL,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0033921,Chris Godwin,chris godwin,TB,WR,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0029963,Chris Hubbard,chris hubbard,DET,OL,2025,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0029963,Chris Hubbard,chris hubbard,NYG,OL,2024,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0032762,Chris Jones,chris jones,KC,DL,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0034593,Chris Lacy,chris lacy,LV,WR,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0034145,Chris Lammons,chris lammons,IND,DB,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0035630,Chris Lindstrom,chris lindstrom,ATL,OL,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0031484,Chris Manhertz,chris manhertz,DEN,TE,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0031484,Chris Manhertz,chris manhertz,NYG,TE,2024,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0039593,Chris McDonald,chris mcdonald,TB,DB,2024,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0032398,Chris Moore,chris moore,TEN,WR,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0032398,Chris Moore,chris moore,WAS,WR,2024,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0038825,Chris Murray,chris murray,TB,OL,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0035345,Chris Myarick,chris myarick,HOU,TE,2024,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0035345,Chris Myarick,chris myarick,MIA,TE,2025,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0035345,Chris Myarick,chris myarick,NYG,TE,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0037324,Chris Oladokun,chris oladokun,KC,QB,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0037239,Chris Olave,chris olave,NO,WR,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0037092,Chris Paul,chris paul,WAS,OL,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0037556,Chris Pierce,chris pierce,CAR,TE,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0031734,Chris Reed,chris reed,MIN,OL,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0031734,Chris Reed,chris reed,NO,OL,2024,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0038611,Chris Rodriguez,chris rodriguez,WAS,RB,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0036867,Chris Rumph,chris rumph,LAC,DL,2023,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0036867,Chris Rumph II,chris rumph,NO,LB,2025,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0039950,Chris Russell,chris russell,GB,LB,2024,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0035004,Chris Slayton,chris slayton,GB,DL,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0038661,Chris Smith,chris smith,DET,DL,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,2,True,Duplicate normalized name; require player_id or team-qualified match.
00-0038602,Chris Smith II,chris smith,LV,DB,2024,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,2,True,Duplicate normalized name; require player_id or team-qualified match.
00-0038602,Chris Smith II,chris smith,NYJ,DB,2025,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,2,True,Duplicate normalized name; require player_id or team-qualified match.
00-0037049,Chris Steele,chris steele,SEA,DB,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0038769,Chris Stoll,chris stoll,SEA,LS,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0036667,Chris Wilcox,chris wilcox,CAR,DB,2024,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0036667,Chris Wilcox,chris wilcox,LAC,DB,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0035857,Chris Williams,chris williams,CHI,DL,2024,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0035857,Chris Williams,chris williams,CLE,DL,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0033913,Chris Wormley,chris wormley,BAL,DL,2024,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0033913,Chris Wormley,chris wormley,CAR,DL,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0033913,Chris Wormley,chris wormley,IND,DL,2025,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0036981,Christian Barmore,christian barmore,NE,DL,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0037288,Christian Benford,christian benford,BUF,DB,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0038616,Christian Braswell,christian braswell,JAX,DB,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0031619,Christian Covington,christian covington,LAC,DL,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0036616,Christian Darrisaw,christian darrisaw,MIN,OL,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0034250,Christian DiLauro,christian dilauro,MIN,OL,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0039598,Christian Duffie,christian duffie,CAR,OL,2024,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0036813,Christian Elliss,christian elliss,NE,LB,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0039147,Christian Gonzalez,christian gonzalez,NE,DB,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0037823,Christian Harris,christian harris,HOU,LB,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0039839,Christian Haynes,christian haynes,SEA,OL,2024,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0037095,Christian Holmes,christian holmes,CLE,DB,2025,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0037095,Christian Holmes,christian holmes,NYG,DB,2024,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0037095,Christian Holmes,christian holmes,WAS,DB,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0038820,Christian Izien,christian izien,TB,DB,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0039382,Christian Jones,christian jones,ARI,OL,2024,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0034775,Christian Kirk,christian kirk,HOU,WR,2025,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0034775,Christian Kirk,christian kirk,JAX,WR,2023,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0031361,Christian Kirksey,christian kirksey,BUF,LB,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0031361,Christian Kirksey,christian kirksey,CLE,LB,2024,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0034051,Christian Kuntz,christian kuntz,PIT,LS,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0039408,Christian Mahogany,christian mahogany,DET,OL,2024,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0037747,Christian Matthew,christian matthew,BAL,DB,2023,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0037747,Christian Matthew,christian matthew,DAL,DB,2025,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0033280,Christian McCaffrey,christian mccaffrey,SF,RB,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0039953,Christian McCarroll,christian mccarroll,NE,DL,2024,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0039324,Christian Roland-Wallace,christian roland wallace,KC,DB,2024,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0035942,Christian Rozeboom,christian rozeboom,CAR,LB,2025,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0035942,Christian Rozeboom,christian rozeboom,LAR,LB,2023,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0038948,Christian Sims,christian sims,LAR,TE,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0038897,Christian Trahan,christian trahan,CIN,TE,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0038124,Christian Watson,christian watson,GB,WR,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0035231,Christian Wilkins,christian wilkins,LV,DL,2024,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0035231,Christian Wilkins,christian wilkins,MIA,DL,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0038773,Christian Young,christian young,GB,DB,2023,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0037379,Christopher Allen,christopher allen,DEN,LB,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0037375,Christopher Hinton,christopher hinton,LAC,DL,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0029963,Christopher Hubbard,christopher hubbard,TEN,OL,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0038602,Christopher Smith,christopher smith,LV,DB,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0036555,Chuba Hubbard,chuba hubbard,CAR,RB,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0033294,Chuck Clark,chuck clark,NYJ,DB,2023,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0033294,Chuck Clark,chuck clark,PIT,DB,2025,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0038464,Chuck Filiaga,chuck filiaga,MIN,OL,2024,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0038464,Chuck Filiaga,chuck filiaga,NO,OL,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0039174,Chukwuebuka Godrick,chukwuebuka godrick,KC,OL,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0034768,Chukwuma Okorafor,chukwuma okorafor,NE,OL,2024,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0034768,Chukwuma Okorafor,chukwuma okorafor,NYJ,OL,2025,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0034768,Chukwuma Okorafor,chukwuma okorafor,PIT,OL,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0035698,Chuma Edoga,chuma edoga,DAL,OL,2023,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0035698,Chuma Edoga,chuma edoga,JAX,OL,2025,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0040566,CJ Dippre,cj dippre,NE,TE,2025,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0040711,CJ West,cj west,SF,DL,2025,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0040519,Clarence Lewis,clarence lewis,MIA,DB,2025,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0039533,Clark Barrington,clark barrington,LV,OL,2024,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0038568,Clark Phillips,clark phillips,ATL,DB,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0038493,Claudin Cherelus,claudin cherelus,CAR,LB,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0039892,Clay Fields III,clay fields,IND,DB,2024,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0036432,Clay Johnston,clay johnston,CIN,LB,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0040453,Clay Webb,clay webb,TEN,OL,2025,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0039496,Clayton Isbell,clayton isbell,NYG,DB,2024,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0038582,Clayton Tune,clayton tune,ARI,QB,2023,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0038582,Clayton Tune,clayton tune,GB,QB,2025,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0035692,Clelin Ferrell,clelin ferrell,SF,DL,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0035692,Clelin Ferrell,clelin ferrell,WAS,DL,2024,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0038967,Clifford Chattman,clifford chattman,ATL,DB,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0038156,Clint Ratkovich,clint ratkovich,ATL,RB,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0036360,Clyde Edwards-Helaire,clyde edwards helaire,KC,RB,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0036360,Clyde Edwards-Helaire,clyde edwards helaire,NO,RB,2024,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0037304,Co.Heyward,co heyward,PIT,TE,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\weekly.csv|C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\outputs\receptions_projection_week_01_candidates.csv,1,False,Identity candidate.
00-0040546,Cobee Bryant,cobee bryant,ATL,DB,2025,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0037839,Cobie Durant,cobie durant,LAR,DB,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0038136,Coby Bryant,coby bryant,SEA,DB,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0035672,Cody Barton,cody barton,DEN,LB,2024,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0035672,Cody Barton,cody barton,TEN,LB,2025,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0035672,Cody Barton,cody barton,WAS,LB,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0038430,Cody Chrest,cody chrest,GB,WR,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0029764,Cody Davis,cody davis,NE,DB,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0035238,Cody Ford,cody ford,CIN,OL,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0040228,Cody Lindenberg,cody lindenberg,LV,LB,2025,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0039157,Cody Mauch,cody mauch,TB,OL,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0039703,Cody Schrader,cody schrader,DEN,RB,2025,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0039703,Cody Schrader,cody schrader,LAR,RB,2024,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0040645,Cody Simon,cody simon,ARI,LB,2025,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0035164,Cody Thompson,cody thompson,SEA,WR,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0035164,Cody Thompson,cody thompson,TB,WR,2024,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0035891,Cody White,cody white,SEA,WR,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0032768,Cody Whitehair,cody whitehair,CHI,OL,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0032768,Cody Whitehair,cody whitehair,LV,OL,2024,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0035930,Cohl Cabral,cohl cabral,ARI,OL,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0035930,Cohl Cabral,cohl cabral,DAL,OL,2024,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0034165,Colby Gossett,colby gossett,NO,OL,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0036244,Colby Parkinson,colby parkinson,LAR,TE,2024,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0036244,Colby Parkinson,colby parkinson,SEA,TE,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0038779,Colby Richardson,colby richardson,DET,DB,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0038592,Colby Sorsdal,colby sorsdal,DET,OL,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0038387,Colby Wooden,colby wooden,GB,DL,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0029000,Cole Beasley,cole beasley,NYG,WR,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0039872,Cole Bishop,cole bishop,BUF,DB,2024,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0039626,Cole Burgess,cole burgess,CIN,WR,2024,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0035900,Cole Christiansen,cole christiansen,KC,LB,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0037506,Cole Fotheringham,cole fotheringham,LV,TE,2023,2024,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0037506,Cole Fotheringham,cole fotheringham,NE,TE,2025,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0035286,Cole Holcomb,cole holcomb,PIT,LB,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0036290,Cole Kmet,cole kmet,CHI,TE,2023,2025,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
00-0037126,Cole Schneider,cole schneider,GB,OL,2023,2023,C:\Users\tucka\OneDrive\Desktop\NFL PRop Projection\data\raw\rosters.csv,1,False,Identity candidate.
