player_id,player_name,team,opponent,position,market_family,overall_signal_score,signal_tier,plain_english_summary,why_green,why_yellow_or_review,why_red_or_blocked,data_limitations,recommended_user_action
,D.Smith,PHI,,WR,receiving,69.36,GOOD_SIGNAL,GOOD_SIGNAL at 69.4. Main support: projection strength: 84.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 84.6; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,C.Wilson,NO,,WR,receiving,69.13,GOOD_SIGNAL,GOOD_SIGNAL at 69.1. Main support: projection strength: 84.1; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 84.1; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,T.Spears,TEN,,RB,"receiving, rushing",69.11,GOOD_SIGNAL,GOOD_SIGNAL at 69.1. Main support: projection strength: 84.0; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 84.0; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,A.Dillon,GB,,RB,"receiving, rushing",69.08,GOOD_SIGNAL,GOOD_SIGNAL at 69.1. Main support: projection strength: 84.0; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 84.0; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,D.Davis,LAC,,WR,receiving,69.06,GOOD_SIGNAL,GOOD_SIGNAL at 69.1. Main support: projection strength: 83.9; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 83.9; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,M.Williams,PIT,,WR,receiving,69.0,GOOD_SIGNAL,GOOD_SIGNAL at 69.0. Main support: projection strength: 83.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 83.8; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,J.Burrow,CIN,PIT,QB,"rushing, passing",69.0,GOOD_SIGNAL,GOOD_SIGNAL at 69.0. Main support: projection strength: 83.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 83.8; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,K.Wilkerson,LV,,WR,receiving,68.99,GOOD_SIGNAL,GOOD_SIGNAL at 69.0. Main support: projection strength: 83.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 83.8; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,L.Fournette,BUF,,RB,"receiving, rushing",68.93,GOOD_SIGNAL,GOOD_SIGNAL at 68.9. Main support: projection strength: 83.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 83.6; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,J.Agnew,JAX,,WR,receiving,68.93,GOOD_SIGNAL,GOOD_SIGNAL at 68.9. Main support: projection strength: 83.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 83.6; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,W.Snead,SF,,WR,receiving,68.92,GOOD_SIGNAL,GOOD_SIGNAL at 68.9. Main support: projection strength: 83.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 83.6; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,B.Means,NO,,WR,receiving,68.78,GOOD_SIGNAL,GOOD_SIGNAL at 68.8. Main support: projection strength: 83.3; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 83.3; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,H.Renfrow,LV,,WR,receiving,68.78,GOOD_SIGNAL,GOOD_SIGNAL at 68.8. Main support: projection strength: 83.3; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 83.3; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,J.Funk,IND,,RB,"receiving, rushing",68.75,GOOD_SIGNAL,GOOD_SIGNAL at 68.8. Main support: projection strength: 83.2; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 83.2; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,G.Edwards,LAC,,RB,"receiving, rushing",68.75,GOOD_SIGNAL,GOOD_SIGNAL at 68.8. Main support: projection strength: 83.2; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 83.2; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,J.Johnson,NO,,TE,receiving,68.71,GOOD_SIGNAL,GOOD_SIGNAL at 68.7. Main support: projection strength: 83.1; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 83.1; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,M.Thomas,NO,,WR,receiving,68.65,GOOD_SIGNAL,GOOD_SIGNAL at 68.7. Main support: projection strength: 83.0; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 83.0; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,D.Mooney,ATL,,WR,receiving,68.57,GOOD_SIGNAL,GOOD_SIGNAL at 68.6. Main support: projection strength: 82.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 82.8; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,S.Zylstra,DET,,TE,receiving,68.5,GOOD_SIGNAL,GOOD_SIGNAL at 68.5. Main support: projection strength: 82.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 82.6; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,I.Hodgins,NYG,,WR,receiving,68.44,GOOD_SIGNAL,GOOD_SIGNAL at 68.4. Main support: projection strength: 82.5; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 82.5; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,L.Perine,KC,,RB,"receiving, rushing",68.43,GOOD_SIGNAL,GOOD_SIGNAL at 68.4. Main support: projection strength: 82.5; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 82.5; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,Z.Charbonnet,SEA,,RB,"receiving, rushing",68.39,GOOD_SIGNAL,GOOD_SIGNAL at 68.4. Main support: projection strength: 82.4; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 82.4; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,T.Lockett,SEA,,WR,receiving,68.37,GOOD_SIGNAL,GOOD_SIGNAL at 68.4. Main support: projection strength: 82.3; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 82.3; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
00-0034796,L.Jackson,BAL,BUF,QB,passing,68.28,GOOD_SIGNAL,GOOD_SIGNAL at 68.3. Main support: recent form: 100.0; data quality: 87.8. Main caution: usage foundation: 33.3; role and availability context: 35.0.,recent form: 100.0; data quality: 87.8; projection strength: 85.2,,nan,weather not sourced; live role/injury gates not ready,BLOCKED_DATA
,J.Warren,PIT,,RB,"receiving, rushing",68.26,GOOD_SIGNAL,GOOD_SIGNAL at 68.3. Main support: projection strength: 82.1; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 82.1; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,N.Fant,SEA,,TE,receiving,68.24,GOOD_SIGNAL,GOOD_SIGNAL at 68.2. Main support: projection strength: 82.0; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 82.0; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,E.Hull,IND,,RB,"receiving, rushing",68.21,GOOD_SIGNAL,GOOD_SIGNAL at 68.2. Main support: projection strength: 82.0; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 82.0; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,A.Mattison,LV,,RB,"receiving, rushing",68.1,GOOD_SIGNAL,GOOD_SIGNAL at 68.1. Main support: projection strength: 81.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 81.7; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,K.Kirkwood,NO,,WR,receiving,68.03,GOOD_SIGNAL,GOOD_SIGNAL at 68.0. Main support: projection strength: 81.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 81.6; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,L.Murray,BUF,,RB,"receiving, rushing",68.03,GOOD_SIGNAL,GOOD_SIGNAL at 68.0. Main support: projection strength: 81.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 81.6; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,K.Coleman,BUF,,WR,receiving,68.0,GOOD_SIGNAL,GOOD_SIGNAL at 68.0. Main support: projection strength: 81.5; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 81.5; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,J.Akins,CLE,,TE,receiving,67.97,GOOD_SIGNAL,GOOD_SIGNAL at 68.0. Main support: projection strength: 81.4; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 81.4; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,Z.Flowers,BAL,,WR,receiving,67.92,GOOD_SIGNAL,GOOD_SIGNAL at 67.9. Main support: projection strength: 81.3; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 81.3; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,T.Johnson,LA,,WR,receiving,67.9,GOOD_SIGNAL,GOOD_SIGNAL at 67.9. Main support: projection strength: 81.2; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 81.2; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,J.McLaughlin,DEN,,RB,"receiving, rushing",67.85,GOOD_SIGNAL,GOOD_SIGNAL at 67.8. Main support: projection strength: 81.2; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 81.2; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,M.Jones,DET,,WR,receiving,67.83,GOOD_SIGNAL,GOOD_SIGNAL at 67.8. Main support: projection strength: 81.1; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 81.1; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,B.Oliver,TEN,,WR,receiving,67.78,GOOD_SIGNAL,GOOD_SIGNAL at 67.8. Main support: projection strength: 81.0; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 81.0; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,D.Singletary,NYG,,RB,"receiving, rushing",67.77,GOOD_SIGNAL,GOOD_SIGNAL at 67.8. Main support: projection strength: 81.0; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 81.0; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,R.Bateman,BAL,,WR,receiving,67.71,GOOD_SIGNAL,GOOD_SIGNAL at 67.7. Main support: projection strength: 80.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 80.8; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,D.Henderson,LA,,RB,"receiving, rushing",67.61,GOOD_SIGNAL,GOOD_SIGNAL at 67.6. Main support: projection strength: 80.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 80.6; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,T.Conklin,NYJ,,TE,receiving,67.55,GOOD_SIGNAL,GOOD_SIGNAL at 67.5. Main support: projection strength: 80.5; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 80.5; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,D.Harris,BUF,,RB,"receiving, rushing",67.49,GOOD_SIGNAL,GOOD_SIGNAL at 67.5. Main support: projection strength: 80.3; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 80.3; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,A.Ekeler,WAS,,RB,"receiving, rushing",67.45,GOOD_SIGNAL,GOOD_SIGNAL at 67.5. Main support: projection strength: 80.2; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 80.2; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,K.Philips,TEN,,WR,receiving,67.42,GOOD_SIGNAL,GOOD_SIGNAL at 67.4. Main support: projection strength: 80.2; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 80.2; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,B.Cooks,DAL,,WR,receiving,67.28,GOOD_SIGNAL,GOOD_SIGNAL at 67.3. Main support: projection strength: 79.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 79.8; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,E.All,CIN,,TE,receiving,67.21,GOOD_SIGNAL,GOOD_SIGNAL at 67.2. Main support: projection strength: 79.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 79.7; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,C.Samuel,BUF,,WR,receiving,67.14,GOOD_SIGNAL,GOOD_SIGNAL at 67.1. Main support: projection strength: 79.5; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 79.5; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,D.Gore,WAS,,RB,"receiving, rushing",67.12,GOOD_SIGNAL,GOOD_SIGNAL at 67.1. Main support: projection strength: 79.5; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 79.5; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,D.Wicks,GB,,WR,receiving,67.08,GOOD_SIGNAL,GOOD_SIGNAL at 67.1. Main support: projection strength: 79.4; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 79.4; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,R.Jarrett,TB,,WR,receiving,67.06,GOOD_SIGNAL,GOOD_SIGNAL at 67.1. Main support: projection strength: 79.3; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 79.3; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,T.Scott,CHI,,WR,receiving,67.01,GOOD_SIGNAL,GOOD_SIGNAL at 67.0. Main support: projection strength: 79.2; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 79.2; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
00-0034869,S.Darnold,MIN,LA,QB,passing,67.01,GOOD_SIGNAL,GOOD_SIGNAL at 67.0. Main support: recent form: 99.9; opponent defense fit: 83.3. Main caution: usage foundation: 33.3; role and availability context: 35.0.,recent form: 99.9; opponent defense fit: 83.3; data quality: 79.0,,nan,weather not sourced; live role/injury gates not ready; game environment limited,BLOCKED_DATA
,R.Freeman,LA,,RB,"receiving, rushing",66.96,GOOD_SIGNAL,GOOD_SIGNAL at 67.0. Main support: projection strength: 79.1; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 79.1; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,R.Mostert,MIA,,RB,"receiving, rushing",66.96,GOOD_SIGNAL,GOOD_SIGNAL at 67.0. Main support: projection strength: 79.1; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 79.1; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,D.Culp,TB,,TE,receiving,66.92,GOOD_SIGNAL,GOOD_SIGNAL at 66.9. Main support: projection strength: 79.0; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 79.0; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,G.Smith,SEA,LA,QB,"rushing, passing",66.82,GOOD_SIGNAL,GOOD_SIGNAL at 66.8. Main support: projection strength: 78.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 78.8; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,B.Powell,MIN,,WR,receiving,66.8,GOOD_SIGNAL,GOOD_SIGNAL at 66.8. Main support: projection strength: 78.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 78.8; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,B.Bolden,LV,,RB,"receiving, rushing",66.79,GOOD_SIGNAL,GOOD_SIGNAL at 66.8. Main support: projection strength: 78.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 78.7; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,A.Estime,DEN,,RB,"receiving, rushing",66.78,GOOD_SIGNAL,GOOD_SIGNAL at 66.8. Main support: projection strength: 78.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 78.7; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,J.Brownlee,NYJ,,WR,receiving,66.78,GOOD_SIGNAL,GOOD_SIGNAL at 66.8. Main support: projection strength: 78.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 78.7; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,R.McCloud,ATL,,WR,receiving,66.73,GOOD_SIGNAL,GOOD_SIGNAL at 66.7. Main support: projection strength: 78.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 78.6; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,T.Wallace,BAL,,WR,receiving,66.7,GOOD_SIGNAL,GOOD_SIGNAL at 66.7. Main support: projection strength: 78.5; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 78.5; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
00-0039910,J.Daniels,WAS,PHI,QB,passing,66.62,GOOD_SIGNAL,GOOD_SIGNAL at 66.6. Main support: recent form: 100.0; data quality: 79.0. Main caution: usage foundation: 33.3; role and availability context: 35.0.,recent form: 100.0; data quality: 79.0; projection strength: 77.8,,nan,weather not sourced; live role/injury gates not ready; game environment limited,BLOCKED_DATA
,I.Williams,CIN,,WR,receiving,66.6,GOOD_SIGNAL,GOOD_SIGNAL at 66.6. Main support: projection strength: 78.3; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 78.3; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,R.Davis,BUF,,RB,"receiving, rushing",66.6,GOOD_SIGNAL,GOOD_SIGNAL at 66.6. Main support: projection strength: 78.3; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 78.3; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,E.St. Brown,CHI,,WR,receiving,66.56,GOOD_SIGNAL,GOOD_SIGNAL at 66.6. Main support: projection strength: 78.2; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 78.2; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,L.Shenault,SEA,,WR,receiving,66.53,GOOD_SIGNAL,GOOD_SIGNAL at 66.5. Main support: projection strength: 78.1; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 78.1; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,E.Mitchell,SF,,RB,"receiving, rushing",66.47,GOOD_SIGNAL,GOOD_SIGNAL at 66.5. Main support: projection strength: 78.0; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 78.0; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,D.Duvernay,JAX,,WR,receiving,66.46,GOOD_SIGNAL,GOOD_SIGNAL at 66.5. Main support: projection strength: 78.0; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 78.0; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,C.Conley,SF,,WR,receiving,66.42,GOOD_SIGNAL,GOOD_SIGNAL at 66.4. Main support: projection strength: 77.9; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 77.9; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,R.Penny,PHI,,RB,"receiving, rushing",66.42,GOOD_SIGNAL,GOOD_SIGNAL at 66.4. Main support: projection strength: 77.9; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 77.9; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,K.Bourne,NE,,WR,receiving,66.39,GOOD_SIGNAL,GOOD_SIGNAL at 66.4. Main support: projection strength: 77.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 77.8; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,K.Hodge,ATL,,WR,receiving,66.34,GOOD_SIGNAL,GOOD_SIGNAL at 66.3. Main support: projection strength: 77.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 77.7; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,J.Guyton,LAC,,WR,receiving,66.33,GOOD_SIGNAL,GOOD_SIGNAL at 66.3. Main support: projection strength: 77.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 77.7; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,A.Gibson,NE,,RB,"receiving, rushing",66.3,GOOD_SIGNAL,GOOD_SIGNAL at 66.3. Main support: projection strength: 77.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 77.6; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
,R.Cobb,NYJ,,WR,receiving,66.26,GOOD_SIGNAL,GOOD_SIGNAL at 66.3. Main support: projection strength: 77.5; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 77.5; usage foundation: 66.7; data quality: 65.7,,nan,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,BLOCKED_DATA
