player_id,player_name,team,opponent,position,market_family,receptions_projection,receiving_yards_projection,rushing_yards_projection,carries_projection,pass_attempts_projection,completions_projection,passing_yards_projection,overall_signal_score,signal_tier,recommended_user_action,projection_score,usage_foundation_score,recent_form_score,opponent_fit_score,game_script_score,role_availability_score,volatility_score,data_quality_score,signal_explanation,top_positive_driver_1,top_negative_driver_1
,L.Jackson,BAL,BUF,QB,rushing,,,42.38790924215537,5.649276014081842,23.54693264688178,13.41352667170872,,71.44,GOOD_SIGNAL,GOOD_SIGNAL,89.34,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 71.4. Main support: projection strength: 89.3; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 89.3,role and availability context: 35.0
,L.Jackson,BAL,BUF,QB,passing,,,42.38790924215537,5.649276014081842,23.54693264688178,13.41352667170872,,71.44,GOOD_SIGNAL,GOOD_SIGNAL,89.34,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 71.4. Main support: projection strength: 89.3; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 89.3,role and availability context: 35.0
,T.Tracy,NYG,,RB,receiving,1.298245311992472,11.41047602075102,46.1246239813343,3.6662289869783145,,,,71.37,GOOD_SIGNAL,GOOD_SIGNAL,89.18,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 71.4. Main support: projection strength: 89.2; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 89.2,role and availability context: 35.0
,T.Tracy,NYG,,RB,rushing,1.298245311992472,11.41047602075102,46.1246239813343,3.6662289869783145,,,,71.37,GOOD_SIGNAL,GOOD_SIGNAL,89.18,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 71.4. Main support: projection strength: 89.2; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 89.2,role and availability context: 35.0
,P.Washington,JAX,,WR,receiving,3.021768825694984,37.71833894270933,,,,,,71.31,GOOD_SIGNAL,GOOD_SIGNAL,89.06,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 71.3. Main support: projection strength: 89.1; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 89.1,role and availability context: 35.0
,T.Atwell,LA,,WR,receiving,2.923510193511284,39.70627934981135,,,,,,71.3,GOOD_SIGNAL,GOOD_SIGNAL,89.02,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 71.3. Main support: projection strength: 89.0; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 89.0,role and availability context: 35.0
,J.McClellan,ATL,,RB,receiving,0.6429370012974225,,22.23054561707756,5.5848330098687,,,,71.26,GOOD_SIGNAL,GOOD_SIGNAL,88.93,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 71.3. Main support: projection strength: 88.9; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 88.9,role and availability context: 35.0
,J.McClellan,ATL,,RB,rushing,0.6429370012974225,,22.23054561707756,5.5848330098687,,,,71.26,GOOD_SIGNAL,GOOD_SIGNAL,88.93,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 71.3. Main support: projection strength: 88.9; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 88.9,role and availability context: 35.0
,J.McMillan,TB,,WR,receiving,2.981732619338628,39.39915562311164,,,,,,71.22,GOOD_SIGNAL,GOOD_SIGNAL,88.85,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 71.2. Main support: projection strength: 88.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 88.8,role and availability context: 35.0
,N.Chubb,CLE,,RB,receiving,0.8268110492264162,6.373725480372225,44.47114304618516,3.982759184292498,,,,71.2,GOOD_SIGNAL,GOOD_SIGNAL,88.81,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 71.2. Main support: projection strength: 88.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 88.8,role and availability context: 35.0
,N.Chubb,CLE,,RB,rushing,0.8268110492264162,6.373725480372225,44.47114304618516,3.982759184292498,,,,71.2,GOOD_SIGNAL,GOOD_SIGNAL,88.81,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 71.2. Main support: projection strength: 88.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 88.8,role and availability context: 35.0
,O.Zaccheaus,WAS,,WR,receiving,3.008207924590771,31.40191167514874,,,,,,71.18,GOOD_SIGNAL,GOOD_SIGNAL,88.75,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 71.2. Main support: projection strength: 88.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 88.8,role and availability context: 35.0
,C.Moore,TEN,,WR,receiving,2.716088818190508,39.151418992790944,,,,,,71.15,GOOD_SIGNAL,GOOD_SIGNAL,88.69,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 71.2. Main support: projection strength: 88.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 88.7,role and availability context: 35.0
,K.Lassiter,CIN,,WR,receiving,3.005972569421199,28.696368475326533,,,,,,71.11,GOOD_SIGNAL,GOOD_SIGNAL,88.59,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 71.1. Main support: projection strength: 88.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 88.6,role and availability context: 35.0
,J.Reed,GB,,WR,receiving,2.694701612729724,39.07974976335331,,,,,,71.08,GOOD_SIGNAL,GOOD_SIGNAL,88.52,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 71.1. Main support: projection strength: 88.5; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 88.5,role and availability context: 35.0
,S.McCormick,LV,,RB,receiving,1.3047600493835425,8.816106816837777,42.96616645512049,3.825916576641903,,,,71.04,GOOD_SIGNAL,GOOD_SIGNAL,88.43,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 71.0. Main support: projection strength: 88.4; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 88.4,role and availability context: 35.0
,S.McCormick,LV,,RB,rushing,1.3047600493835425,8.816106816837777,42.96616645512049,3.825916576641903,,,,71.04,GOOD_SIGNAL,GOOD_SIGNAL,88.43,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 71.0. Main support: projection strength: 88.4; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 88.4,role and availability context: 35.0
,K.Doss,LAC,,WR,receiving,3.0007409589064373,30.55859844039237,,,,,,71.04,GOOD_SIGNAL,GOOD_SIGNAL,88.44,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 71.0. Main support: projection strength: 88.4; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 88.4,role and availability context: 35.0
,J.Metchie,HOU,,WR,receiving,2.990357588836064,30.72389896338416,,,,,,70.97,GOOD_SIGNAL,GOOD_SIGNAL,88.28,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 71.0. Main support: projection strength: 88.3; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 88.3,role and availability context: 35.0
,C.Kirk,JAX,,WR,receiving,2.778592281536677,38.80125278946243,,,,,,70.94,GOOD_SIGNAL,GOOD_SIGNAL,88.2,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 70.9. Main support: projection strength: 88.2; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 88.2,role and availability context: 35.0
,J.Williams,DEN,,RB,receiving,1.4953348702226206,11.91467664563704,30.762381002685824,5.36667638799949,,,,70.9,GOOD_SIGNAL,GOOD_SIGNAL,88.11,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 70.9. Main support: projection strength: 88.1; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 88.1,role and availability context: 35.0
,J.Williams,DEN,,RB,rushing,1.4953348702226206,11.91467664563704,30.762381002685824,5.36667638799949,,,,70.9,GOOD_SIGNAL,GOOD_SIGNAL,88.11,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 70.9. Main support: projection strength: 88.1; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 88.1,role and availability context: 35.0
,N.Westbrook-Ikhine,TEN,,WR,receiving,2.4757796349544128,38.51578198055101,,,,,,70.86,GOOD_SIGNAL,GOOD_SIGNAL,88.03,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 70.9. Main support: projection strength: 88.0; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 88.0,role and availability context: 35.0
,B.Tremayne,WAS,,WR,receiving,2.975814951134529,12.26909936611139,,,,,,70.84,GOOD_SIGNAL,GOOD_SIGNAL,87.97,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 70.8. Main support: projection strength: 88.0; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 88.0,role and availability context: 35.0
,J.Whittington,LA,,WR,receiving,2.856483027726473,38.49109581763539,,,,,,70.79,GOOD_SIGNAL,GOOD_SIGNAL,87.87,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 70.8. Main support: projection strength: 87.9; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 87.9,role and availability context: 35.0
,T.Jackson,MIN,,WR,receiving,2.9655621786292827,29.66041851500352,,,,,,70.77,GOOD_SIGNAL,GOOD_SIGNAL,87.81,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 70.8. Main support: projection strength: 87.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 87.8,role and availability context: 35.0
00-0036442,J.Burrow,CIN,PIT,QB,passing,,,,,,,204.05639122846176,70.74,GOOD_SIGNAL,GOOD_SIGNAL,81.48,33.33,100.0,77.78,,35,55,79.0,GOOD_SIGNAL at 70.7. Main support: recent form: 100.0; projection strength: 81.5. Main caution: usage foundation: 33.3; role and availability context: 35.0.,recent form: 100.0,usage foundation: 33.3
,A.Brown,PHI,,WR,receiving,2.44475001509348,38.33210618644214,,,,,,70.72,GOOD_SIGNAL,GOOD_SIGNAL,87.7,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 70.7. Main support: projection strength: 87.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 87.7,role and availability context: 35.0
,I.Pacheco,KC,,RB,receiving,0.8175931089362023,6.361922012878563,41.330570620167606,2.9081075068801927,,,,70.71,GOOD_SIGNAL,GOOD_SIGNAL,87.69,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 70.7. Main support: projection strength: 87.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 87.7,role and availability context: 35.0
,I.Pacheco,KC,,RB,rushing,0.8175931089362023,6.361922012878563,41.330570620167606,2.9081075068801927,,,,70.71,GOOD_SIGNAL,GOOD_SIGNAL,87.69,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 70.7. Main support: projection strength: 87.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 87.7,role and availability context: 35.0
,E.Moore,CLE,,WR,receiving,2.961197439764199,27.853442678759222,,,,,,70.7,GOOD_SIGNAL,GOOD_SIGNAL,87.66,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 70.7. Main support: projection strength: 87.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 87.7,role and availability context: 35.0
,M.Strachan,CAR,,WR,receiving,1.839574830585956,38.21930337483458,,,,,,70.65,GOOD_SIGNAL,GOOD_SIGNAL,87.54,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 70.7. Main support: projection strength: 87.5; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 87.5,role and availability context: 35.0
,C.Okonkwo,TEN,,TE,receiving,2.9610485724020528,25.87495952573109,,,,,,70.63,GOOD_SIGNAL,GOOD_SIGNAL,87.5,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 70.6. Main support: projection strength: 87.5; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 87.5,role and availability context: 35.0
,C.Austin,PIT,,WR,receiving,2.4804084302104785,38.19222956138968,,,,,,70.58,GOOD_SIGNAL,GOOD_SIGNAL,87.38,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 70.6. Main support: projection strength: 87.4; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 87.4,role and availability context: 35.0
,Mi.Wilson,ARI,,WR,receiving,2.959967317171176,37.57816179673085,,,,,,70.56,GOOD_SIGNAL,GOOD_SIGNAL,87.34,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 70.6. Main support: projection strength: 87.3; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 87.3,role and availability context: 35.0
,R.Doubs,GB,,WR,receiving,2.872961691761293,37.93604485935703,,,,,,70.5,GOOD_SIGNAL,GOOD_SIGNAL,87.21,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 70.5. Main support: projection strength: 87.2; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 87.2,role and availability context: 35.0
,T.Taylor,SF,,WR,receiving,2.9597728220179014,31.15501508064518,,,,,,70.49,GOOD_SIGNAL,GOOD_SIGNAL,87.19,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 70.5. Main support: projection strength: 87.2; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 87.2,role and availability context: 35.0
,Z.Moss,CIN,,RB,receiving,2.0249162933213203,15.509823278896755,33.02983740593047,5.252631080567288,,,,70.36,GOOD_SIGNAL,GOOD_SIGNAL,86.89,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 70.4. Main support: projection strength: 86.9; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 86.9,role and availability context: 35.0
,Z.Moss,CIN,,RB,rushing,2.0249162933213203,15.509823278896755,33.02983740593047,5.252631080567288,,,,70.36,GOOD_SIGNAL,GOOD_SIGNAL,86.89,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 70.4. Main support: projection strength: 86.9; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 86.9,role and availability context: 35.0
,A.Bachman,LV,,WR,receiving,2.934203539407403,29.728390190711,,,,,,70.36,GOOD_SIGNAL,GOOD_SIGNAL,86.88,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 70.4. Main support: projection strength: 86.9; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 86.9,role and availability context: 35.0
,R.Cracraft,MIA,,WR,receiving,2.931677547841359,29.62442798984415,,,,,,70.29,GOOD_SIGNAL,GOOD_SIGNAL,86.72,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 70.3. Main support: projection strength: 86.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 86.7,role and availability context: 35.0
,T.Jones,ARI,,RB,receiving,1.1242138373124513,9.210440295496136,36.588693602499056,2.6008960340779272,,,,70.22,GOOD_SIGNAL,GOOD_SIGNAL,86.57,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 70.2. Main support: projection strength: 86.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 86.6,role and availability context: 35.0
,T.Jones,ARI,,RB,rushing,1.1242138373124513,9.210440295496136,36.588693602499056,2.6008960340779272,,,,70.22,GOOD_SIGNAL,GOOD_SIGNAL,86.57,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 70.2. Main support: projection strength: 86.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 86.6,role and availability context: 35.0
,B.Nix,DEN,BUF,QB,rushing,,,24.49976064734797,3.0274532326485355,27.48940802056919,17.371664965839578,,70.19,GOOD_SIGNAL,GOOD_SIGNAL,86.49,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 70.2. Main support: projection strength: 86.5; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 86.5,role and availability context: 35.0
,B.Nix,DEN,BUF,QB,passing,,,24.49976064734797,3.0274532326485355,27.48940802056919,17.371664965839578,,70.19,GOOD_SIGNAL,GOOD_SIGNAL,86.49,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 70.2. Main support: projection strength: 86.5; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 86.5,role and availability context: 35.0
,B.Skowronek,PIT,,WR,receiving,2.8498809901744413,37.19529264982462,,,,,,70.14,GOOD_SIGNAL,GOOD_SIGNAL,86.39,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 70.1. Main support: projection strength: 86.4; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 86.4,role and availability context: 35.0
,D.Douglas,NE,,WR,receiving,2.880018341184106,28.06010453767084,,,,,,70.08,GOOD_SIGNAL,GOOD_SIGNAL,86.25,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 70.1. Main support: projection strength: 86.2; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 86.2,role and availability context: 35.0
,T.Dell,HOU,,WR,receiving,2.7412777806498263,37.148141770759146,,,,,,70.0,GOOD_SIGNAL,GOOD_SIGNAL,86.07,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 70.0. Main support: projection strength: 86.1; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 86.1,role and availability context: 35.0
,J.Hurts,PHI,KC,QB,rushing,,,32.26576802968242,4.688296900799044,,,,70.0,GOOD_SIGNAL,GOOD_SIGNAL,86.07,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 70.0. Main support: projection strength: 86.1; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 86.1,role and availability context: 35.0
,A.Lazard,NYJ,,WR,receiving,2.481221267694313,32.487848086156646,,,,,,69.93,GOOD_SIGNAL,GOOD_SIGNAL,85.9,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 69.9. Main support: projection strength: 85.9; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 85.9,role and availability context: 35.0
,Z.Jones,ARI,,WR,receiving,2.86126475922442,28.825053777518683,,,,,,69.88,GOOD_SIGNAL,GOOD_SIGNAL,85.78,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 69.9. Main support: projection strength: 85.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 85.8,role and availability context: 35.0
,A.Trammell,JAX,,WR,receiving,2.1552680477434,32.45584148209609,,,,,,69.86,GOOD_SIGNAL,GOOD_SIGNAL,85.74,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 69.9. Main support: projection strength: 85.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 85.7,role and availability context: 35.0
,A.Richardson,IND,TEN,QB,rushing,,,32.207745688186115,4.677862397350377,11.663055809269215,,,69.83,GOOD_SIGNAL,GOOD_SIGNAL,85.66,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 69.8. Main support: projection strength: 85.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 85.7,role and availability context: 35.0
,A.Richardson,IND,TEN,QB,passing,,,32.207745688186115,4.677862397350377,11.663055809269215,,,69.83,GOOD_SIGNAL,GOOD_SIGNAL,85.66,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 69.8. Main support: projection strength: 85.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 85.7,role and availability context: 35.0
,D.Robinson,LA,,WR,receiving,2.1976975374353804,32.29047166346568,,,,,,69.79,GOOD_SIGNAL,GOOD_SIGNAL,85.57,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 69.8. Main support: projection strength: 85.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 85.6,role and availability context: 35.0
,T.Hockenson,MIN,,TE,receiving,2.855387059134641,27.888534327578498,,,,,,69.74,GOOD_SIGNAL,GOOD_SIGNAL,85.47,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 69.7. Main support: projection strength: 85.5; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 85.5,role and availability context: 35.0
,J.Ford,CLE,,RB,receiving,1.7440028912410797,12.520923025090582,35.41785895458914,2.79789570076376,,,,69.73,GOOD_SIGNAL,GOOD_SIGNAL,85.45,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 69.7. Main support: projection strength: 85.5; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 85.5,role and availability context: 35.0
,J.Ford,CLE,,RB,rushing,1.7440028912410797,12.520923025090582,35.41785895458914,2.79789570076376,,,,69.73,GOOD_SIGNAL,GOOD_SIGNAL,85.45,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 69.7. Main support: projection strength: 85.5; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 85.5,role and availability context: 35.0
,T.Higbee,LA,,TE,receiving,2.8543147111543337,24.86110577687724,,,,,,69.67,GOOD_SIGNAL,GOOD_SIGNAL,85.31,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 69.7. Main support: projection strength: 85.3; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 85.3,role and availability context: 35.0
,C.Edmonds,TB,,RB,receiving,1.1529130190312744,9.720905518048395,25.13447889897375,4.664885226620793,,,,69.65,GOOD_SIGNAL,GOOD_SIGNAL,85.25,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 69.7. Main support: projection strength: 85.2; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 85.2,role and availability context: 35.0
,C.Edmonds,TB,,RB,rushing,1.1529130190312744,9.720905518048395,25.13447889897375,4.664885226620793,,,,69.65,GOOD_SIGNAL,GOOD_SIGNAL,85.25,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 69.7. Main support: projection strength: 85.2; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 85.2,role and availability context: 35.0
,D.Montgomery,IND,,WR,receiving,2.419245265257643,32.04235859610471,,,,,,69.65,GOOD_SIGNAL,GOOD_SIGNAL,85.25,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 69.7. Main support: projection strength: 85.2; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 85.2,role and availability context: 35.0
,T.Tucker,LV,,WR,receiving,2.8505418814982164,31.684168034271075,,,,,,69.61,GOOD_SIGNAL,GOOD_SIGNAL,85.16,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 69.6. Main support: projection strength: 85.2; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 85.2,role and availability context: 35.0
,K.Raymond,DET,,WR,receiving,2.7504894353872413,31.99312283385585,,,,,,69.57,GOOD_SIGNAL,GOOD_SIGNAL,85.08,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 69.6. Main support: projection strength: 85.1; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 85.1,role and availability context: 35.0
,R.Odunze,CHI,,WR,receiving,2.5151616694003214,31.93408997400297,,,,,,69.5,GOOD_SIGNAL,GOOD_SIGNAL,84.92,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 69.5. Main support: projection strength: 84.9; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 84.9,role and availability context: 35.0
,E.Elliott,DAL,,RB,receiving,0.8997625969274131,6.781223339901646,24.08001906643652,4.6611898440587405,,,,69.47,GOOD_SIGNAL,GOOD_SIGNAL,84.84,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 69.5. Main support: projection strength: 84.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 84.8,role and availability context: 35.0
,E.Elliott,DAL,,RB,rushing,0.8997625969274131,6.781223339901646,24.08001906643652,4.6611898440587405,,,,69.47,GOOD_SIGNAL,GOOD_SIGNAL,84.84,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 69.5. Main support: projection strength: 84.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 84.8,role and availability context: 35.0
,J.Proche,CLE,,WR,receiving,2.8434027664364145,23.200127183178463,,,,,,69.47,GOOD_SIGNAL,GOOD_SIGNAL,84.84,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 69.5. Main support: projection strength: 84.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 84.8,role and availability context: 35.0
,M.Carter,ARI,,RB,receiving,1.8725436339957435,11.78345852542022,33.4125176256745,4.129961806588986,,,,69.41,GOOD_SIGNAL,GOOD_SIGNAL,84.7,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 69.4. Main support: projection strength: 84.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 84.7,role and availability context: 35.0
,M.Carter,ARI,,RB,rushing,1.8725436339957435,11.78345852542022,33.4125176256745,4.129961806588986,,,,69.41,GOOD_SIGNAL,GOOD_SIGNAL,84.7,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 69.4. Main support: projection strength: 84.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 84.7,role and availability context: 35.0
,X.Legette,CAR,,WR,receiving,2.8418192092059247,28.472086619906275,,,,,,69.4,GOOD_SIGNAL,GOOD_SIGNAL,84.69,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 69.4. Main support: projection strength: 84.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 84.7,role and availability context: 35.0
,D.Smith,PHI,,WR,receiving,2.7953147242468623,31.75605415249759,,,,,,69.36,GOOD_SIGNAL,GOOD_SIGNAL,84.59,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 69.4. Main support: projection strength: 84.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 84.6,role and availability context: 35.0
,C.Wilson,NO,,WR,receiving,2.7924828092693987,29.432932689374145,,,,,,69.13,GOOD_SIGNAL,GOOD_SIGNAL,84.06,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 69.1. Main support: projection strength: 84.1; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 84.1,role and availability context: 35.0
,T.Spears,TEN,,RB,receiving,1.5550082819977378,13.644134682171194,25.790134125214426,4.491145046843766,,,,69.11,GOOD_SIGNAL,GOOD_SIGNAL,84.02,66.67,50.07,,,35,55,65.7,GOOD_SIGNAL at 69.1. Main support: projection strength: 84.0; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 84.0,role and availability context: 35.0
