Player Name,Player ID,Team,Position,Expected Role,Starter Status,Projected Snap Share,Projected Route Share,Target Share Override,Role Confidence,Manual Override,Source,Updated At,Validation Status,Notes
L.Shenault,00-0036268,SEA,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Duvernay,00-0036331,JAX,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
K.Bourne,00-0033307,NE,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Guyton,00-0035414,LAC,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
R.Cobb,00-0028002,NYJ,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
M.Kinsey,00-0036176,TEN,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
T.Boyd,00-0033009,TEN,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
V.Jefferson,00-0036415,PIT,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Montgomery,00-0035045,IND,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Brownlee,00-0038492,NYJ,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Pettis,00-0034860,NO,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Thompkins,00-0037487,CAR,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
S.Smartt,00-0037475,LAC,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
T.Kelce,00-0030506,KC,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Crowder,00-0031941,WAS,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Sample,00-0035631,CIN,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
A.Pierce,00-0037664,IND,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Bobo,00-0038752,SEA,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Tolbert,00-0037666,DAL,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Peoples-Jones,00-0036233,DET,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
E.St. Brown,00-0034279,CHI,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Turner,00-0036527,LV,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
F.Moreau,00-0034981,NO,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Parker,00-0031547,NE,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
C.McCaffrey,00-0033280,SF,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
Z.Flowers,00-0039064,BAL,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
M.Valdes-Scantling,00-0034272,NO,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
A.Gould,00-0039816,IND,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
X.Smith,00-0038359,LA,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
T.Hudson,00-0034613,CIN,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Vele,00-0039424,DEN,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
M.Taylor,00-0035480,NYJ,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
M.Williams,00-0033536,PIT,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
R.Woods,00-0030431,HOU,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
M.Tipton,00-0039623,NO,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
T.Johnson,00-0039847,NYG,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Goedert,00-0034351,PHI,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
B.Strange,00-0038935,JAX,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
C.Claypool,00-0036326,MIA,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
I.McKenzie,00-0033466,IND,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
M.Boykin,00-0035703,PIT,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
T.Shavers,00-0038679,BUF,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
C.Grandy,00-0039631,CIN,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Mooney,00-0036309,ATL,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
T.Patrick,00-0033375,DET,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
L.Thomas,00-0031260,WAS,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
S.Shepard,00-0032385,TB,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
X.Hutchinson,00-0038618,HOU,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
R.Jarrett,00-0038821,TB,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Waller,00-0031610,NYG,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
C.Conley,00-0032128,SF,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
M.Gallup,00-0034764,DAL,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
W.Dissly,00-0034159,LAC,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
B.Pringle,00-0034297,WAS,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Robinson,00-0032775,LA,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
M.Heath,00-0038465,GB,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
M.Goodwin,00-0030068,CLE,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
T.Kraft,00-0038996,GB,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
L.Humphrey,00-0035406,DEN,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
A.Jones,00-0033293,MIN,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Chisena,00-0035976,CAR,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
R.Flournoy,00-0039410,DAL,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
K.Austin,00-0037231,NO,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Gibbs,00-0039139,DET,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
C.White,00-0035891,SEA,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
S.Morgan,00-0035399,CIN,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
C.Brown,00-0038597,CIN,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
T.Jones,00-0036497,JAX,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
A.Trammell,00-0036841,JAX,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
A.Miller,00-0034353,BAL,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
A.Green,00-0038627,DET,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
B.Oliver,00-0039650,TEN,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Moore,00-0033589,CAR,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Ferguson,00-0038041,DAL,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
A.Hooper,00-0032392,NE,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
G.DuBose,00-0038507,MIA,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Darden,00-0036877,SEA,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
R.Bateman,00-0036550,BAL,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
A.Kamara,00-0033906,NO,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
R.Miller,00-0038824,TB,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
C.Watson,00-0038124,GB,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
M.Hollins,00-0033555,BUF,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
L.McCaffrey,00-0039355,WAS,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
S.Jackson,00-0038891,CIN,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
H.Henry,00-0033090,NE,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
A.Smith,00-0039747,PHI,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
M.Hardman,00-0035140,KC,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Whyle,00-0038589,TEN,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
E.Cooks,00-0038667,JAX,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
C.Thompson,00-0035164,TB,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
C.Otton,00-0038129,TB,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
T.Marshall,00-0036955,LV,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
S.Toure,00-0037098,GB,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Schultz,00-0034383,HOU,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
K.Turpin,00-0037801,DAL,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
T.Franklin,00-0039868,DEN,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
Q.Watkins,00-0036271,PHI,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Reagor,00-0036387,LAC,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
A.Barner,00-0039793,SEA,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
Z.Moss,00-0036251,CIN,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
H.Bryant,00-0036232,LV,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Smith-Schuster,00-0033857,KC,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
G.Davis,00-0036196,JAX,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
X.Gipson,00-0038496,NYJ,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
O.Beckham,00-0031235,MIA,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Culp,00-0039754,TB,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
A.Abdullah,00-0032104,LV,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
M.Woods,00-0037300,CLE,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
B.Covey,00-0037132,PHI,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Achane,00-0039040,MIA,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
K.Davis,00-0037380,CLE,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
E.Saubert,00-0033576,SF,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
A.Cooper,00-0031544,BUF,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
B.Sinnott,00-0039912,WAS,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
K.Coleman,00-0039901,BUF,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
A.Ekeler,00-0033699,WAS,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
S.Miller,00-0035298,PIT,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
Ju.Watson,00-0034386,KC,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
M.Brown,00-0035662,KC,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
M.Andrews,00-0034753,BAL,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
N.Muse,00-0037317,MIN,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
C.Dowell,00-0038632,TEN,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
C.Fotheringham,00-0037506,LV,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Carter,00-0031763,CHI,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
M.Corley,00-0039920,NYJ,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
T.Martin,00-0037524,TEN,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
D.Hopkins,00-0030564,KC,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
T.Reiman,00-0039737,ARI,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Oliver,00-0035249,MIN,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
G.Swaim,00-0032141,CLE,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Conner,00-0033553,ARI,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
J.Jones,00-0027944,PHI,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
T.McAllister,00-0037450,LV,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
K.Walker,00-0038134,SEA,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
I.Smith,00-0034970,HOU,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
T.Fisk,00-0037654,LAC,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
A.Baccellia,00-0035876,ARI,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
T.Burks,00-0037742,TEN,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
A.Robinson,00-0031428,DET,WR,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
M.Carter,00-0036924,ARI,RB,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
C.Kmet,00-0036290,CHI,TE,Unknown,Unknown,,,,0,,manual role gate required,2026-06-25T16:20:16+00:00,NEEDS DATA,Unknown role prevents high-confidence live use. Role confidence below 60 requires review.
