Player Name,Player ID,Team,Opponent,Position,Market,Sportsbook,Line,Over Odds,Under Odds,Implied Over Prob,Model Over Prob,Edge %,Price Grade,Updated At,Validation Status,Notes
C.Ridley,00-0034837,TEN,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
J.Reed,00-0039146,GB,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
K.Kirkwood,00-0034317,NO,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
J.Akins,00-0034364,CLE,,TE,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
T.Johnson,00-0036427,LA,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
M.Jones,00-0029293,DET,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
J.Cowing,00-0039365,SF,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
B.Means,00-0039386,NO,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
R.Odunze,00-0039919,CHI,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
T.Conklin,00-0034270,NYJ,,TE,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
A.Lazard,00-0034521,NYJ,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
C.Austin,00-0037837,PIT,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
N.Westbrook-Ikhine,00-0036182,TEN,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
B.Cooks,00-0031236,DAL,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
E.All,00-0039814,CIN,,TE,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
C.Samuel,00-0033282,BUF,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
D.Wicks,00-0038393,GB,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
T.Scott,00-0038941,CHI,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
K.Philips,00-0037273,TEN,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
J.Agnew,00-0033572,JAX,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
B.Powell,00-0034646,MIN,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
R.McCloud,00-0034407,ATL,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
A.Brown,00-0035676,PHI,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
I.Williams,00-0039451,CIN,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
L.Shenault,00-0036268,SEA,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
D.Duvernay,00-0036331,JAX,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
K.Bourne,00-0033307,NE,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
J.Guyton,00-0035414,LAC,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
R.Cobb,00-0028002,NYJ,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
M.Kinsey,00-0036176,TEN,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
T.Boyd,00-0033009,TEN,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
V.Jefferson,00-0036415,PIT,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
D.Montgomery,00-0035045,IND,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
J.Brownlee,00-0038492,NYJ,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
D.Pettis,00-0034860,NO,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
D.Thompkins,00-0037487,CAR,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
S.Smartt,00-0037475,LAC,,TE,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
T.Kelce,00-0030506,KC,,TE,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
J.Crowder,00-0031941,WAS,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
D.Sample,00-0035631,CIN,,TE,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
A.Pierce,00-0037664,IND,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
J.Bobo,00-0038752,SEA,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
J.Tolbert,00-0037666,DAL,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
D.Peoples-Jones,00-0036233,DET,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
E.St. Brown,00-0034279,CHI,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
D.Turner,00-0036527,LV,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
F.Moreau,00-0034981,NO,,TE,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
D.Parker,00-0031547,NE,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
C.McCaffrey,00-0033280,SF,,RB,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
Z.Flowers,00-0039064,BAL,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
M.Valdes-Scantling,00-0034272,NO,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
A.Gould,00-0039816,IND,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
X.Smith,00-0038359,LA,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
T.Hudson,00-0034613,CIN,,TE,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
D.Vele,00-0039424,DEN,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
M.Taylor,00-0035480,NYJ,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
M.Williams,00-0033536,PIT,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
R.Woods,00-0030431,HOU,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
M.Tipton,00-0039623,NO,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
T.Johnson,00-0039847,NYG,,TE,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
D.Goedert,00-0034351,PHI,,TE,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
B.Strange,00-0038935,JAX,,TE,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
C.Claypool,00-0036326,MIA,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
I.McKenzie,00-0033466,IND,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
M.Boykin,00-0035703,PIT,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
T.Shavers,00-0038679,BUF,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
C.Grandy,00-0039631,CIN,,TE,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
D.Mooney,00-0036309,ATL,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
T.Patrick,00-0033375,DET,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
L.Thomas,00-0031260,WAS,,TE,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
S.Shepard,00-0032385,TB,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
X.Hutchinson,00-0038618,HOU,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
R.Jarrett,00-0038821,TB,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
D.Waller,00-0031610,NYG,,TE,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
C.Conley,00-0032128,SF,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
M.Gallup,00-0034764,DAL,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
W.Dissly,00-0034159,LAC,,TE,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
B.Pringle,00-0034297,WAS,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
D.Robinson,00-0032775,LA,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
M.Heath,00-0038465,GB,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
M.Goodwin,00-0030068,CLE,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
T.Kraft,00-0038996,GB,,TE,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
L.Humphrey,00-0035406,DEN,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
A.Jones,00-0033293,MIN,,RB,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
D.Chisena,00-0035976,CAR,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
R.Flournoy,00-0039410,DAL,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
K.Austin,00-0037231,NO,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
J.Gibbs,00-0039139,DET,,RB,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
C.White,00-0035891,SEA,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
S.Morgan,00-0035399,CIN,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
C.Brown,00-0038597,CIN,,RB,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
T.Jones,00-0036497,JAX,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
A.Trammell,00-0036841,JAX,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
A.Miller,00-0034353,BAL,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
A.Green,00-0038627,DET,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
B.Oliver,00-0039650,TEN,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
D.Moore,00-0033589,CAR,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
J.Ferguson,00-0038041,DAL,,TE,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
A.Hooper,00-0032392,NE,,TE,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
G.DuBose,00-0038507,MIA,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
J.Darden,00-0036877,SEA,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
R.Bateman,00-0036550,BAL,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
A.Kamara,00-0033906,NO,,RB,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
R.Miller,00-0038824,TB,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
C.Watson,00-0038124,GB,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
M.Hollins,00-0033555,BUF,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
L.McCaffrey,00-0039355,WAS,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
S.Jackson,00-0038891,CIN,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
H.Henry,00-0033090,NE,,TE,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
A.Smith,00-0039747,PHI,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
M.Hardman,00-0035140,KC,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
J.Whyle,00-0038589,TEN,,TE,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
E.Cooks,00-0038667,JAX,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
C.Thompson,00-0035164,TB,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
C.Otton,00-0038129,TB,,TE,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
T.Marshall,00-0036955,LV,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
S.Toure,00-0037098,GB,,WR,Receptions,,,,,,,,,2026-07-06T10:56:18+00:00,NEEDS DATA,No validated odds source loaded. No betting edge is produced without market odds. See outputs/odds/current_market_odds_status.csv and current_market_odds_needs_review.csv.
